time_identifier,time_period,geographic_level,country_code,country_name,school_type,percentage_band,percentage,enrolments_overall,enrolments_overall_percent,enrolments_authorised,enrolments_authorised_percent,enrolments_unauthorised,enrolments_unauthorised_percent
six half terms,201516,national,E92000001,England,State-funded secondary,50.00-59.99,56.00 - 56.99,645,0,195,0,280,0
six half terms,201516,national,E92000001,England,State-funded secondary,50.00-59.99,57.00 - 57.99,700,0,215,0,275,0
six half terms,201516,national,E92000001,England,State-funded secondary,50.00-59.99,58.00 - 58.99,605,0,200,0,280,0
six half terms,201516,national,E92000001,England,State-funded secondary,50.00-59.99,59.00 - 59.99,540,0,150,0,230,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,60.00 - 60.99,665,0,205,0,285,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,61.00 - 61.99,545,0,185,0,245,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,62.00 - 62.99,590,0,160,0,225,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,63.00 - 63.99,515,0,155,0,190,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,64.00 - 64.99,475,0,140,0,205,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,65.00 - 65.99,465,0,145,0,195,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,66.00 - 66.99,585,0,180,0,245,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,67.00 - 67.99,435,0,120,0,185,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,68.00 - 68.99,420,0,120,0,200,0
six half terms,201516,national,E92000001,England,State-funded secondary,60.00-69.99,69.00 - 69.99,380,0,100,0,175,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,70.00 - 70.99,430,0,125,0,185,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,71.00 - 71.99,435,0,140,0,150,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,72.00 - 72.99,395,0,95,0,160,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,73.00 - 73.99,385,0,90,0,160,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,74.00 - 74.99,265,0,60,0,120,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,75.00 - 75.99,480,0,135,0,235,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,76.00 - 76.99,325,0,85,0,140,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,77.00 - 77.99,325,0,70,0,130,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,78.00 - 78.99,335,0,75,0,140,0
six half terms,201516,national,E92000001,England,State-funded secondary,70.00-79.99,79.00 - 79.99,250,0,55,0,115,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,80.00 - 80.99,385,0,100,0,170,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,81.00 - 81.99,285,0,70,0,120,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,82.00 - 82.99,315,0,65,0,120,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,83.00 - 83.99,305,0,70,0,120,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,84.00 - 84.99,255,0,55,0,100,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,85.00 - 85.99,285,0,65,0,135,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,86.00 - 86.99,240,0,50,0,105,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,87.00 - 87.99,285,0,70,0,115,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,88.00 - 88.99,240,0,55,0,120,0
six half terms,201516,national,E92000001,England,State-funded secondary,80.00-89.99,89.00 - 89.99,195,0,45,0,105,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,90.00 - 90.99,280,0,75,0,140,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,91.00 - 91.99,230,0,50,0,100,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,92.00 - 92.99,275,0,55,0,130,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,93.00 - 93.99,260,0,65,0,105,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,94.00 - 94.99,230,0,60,0,110,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,95.00 - 95.99,230,0,65,0,100,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,96.00 - 96.99,245,0,60,0,100,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,97.00 - 97.99,225,0,50,0,105,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,98.00 - 98.99,230,0,50,0,90,0
six half terms,201516,national,E92000001,England,State-funded secondary,90+,99.00+,4745,0.2,1755,0.1,2495,0.1
six half terms,201516,national,E92000001,England,Special,Total,Total,83965,100,83965,100,83965,100
six half terms,201516,national,E92000001,England,Special,0.00-9.99,0,3335,4,4200,5,55050,65.6
six half terms,201516,national,E92000001,England,Special,0.00-9.99,0.01 - 0.99,5850,7,6695,8,11075,13.2
six half terms,201516,national,E92000001,England,Special,0.00-9.99,1.00 - 1.99,9365,11.2,10565,12.6,5650,6.7
six half terms,201516,national,E92000001,England,Special,0.00-9.99,2.00 - 2.99,8575,10.2,9320,11.1,2885,3.4
six half terms,201516,national,E92000001,England,Special,0.00-9.99,3.00 - 3.99,7720,9.2,8230,9.8,1800,2.1
six half terms,201516,national,E92000001,England,Special,0.00-9.99,4.00 - 4.99,5655,6.7,5945,7.1,1115,1.3
six half terms,201516,national,E92000001,England,Special,0.00-9.99,5.00 - 5.99,5955,7.1,6085,7.2,995,1.2
six half terms,201516,national,E92000001,England,Special,0.00-9.99,6.00 - 6.99,4980,5.9,4965,5.9,675,0.8
six half terms,201516,national,E92000001,England,Special,0.00-9.99,7.00 - 7.99,4020,4.8,4050,4.8,540,0.6
six half terms,201516,national,E92000001,England,Special,0.00-9.99,8.00 - 8.99,3415,4.1,3260,3.9,390,0.5
six half terms,201516,national,E92000001,England,Special,0.00-9.99,9.00 - 9.99,2470,2.9,2390,2.8,305,0.4
six half terms,201516,national,E92000001,England,Special,10.00-19.99,10.00 - 10.99,2510,3,2395,2.8,290,0.3
six half terms,201516,national,E92000001,England,Special,10.00-19.99,11.00 - 11.99,2130,2.5,1935,2.3,230,0.3
six half terms,201516,national,E92000001,England,Special,10.00-19.99,12.00 - 12.99,1785,2.1,1590,1.9,205,0.2
six half terms,201516,national,E92000001,England,Special,10.00-19.99,13.00 - 13.99,1445,1.7,1290,1.5,160,0.2
six half terms,201516,national,E92000001,England,Special,10.00-19.99,14.00 - 14.99,1210,1.4,1065,1.3,165,0.2
six half terms,201516,national,E92000001,England,Special,10.00-19.99,15.00 - 15.99,1160,1.4,930,1.1,170,0.2
six half terms,201516,national,E92000001,England,Special,10.00-19.99,16.00 - 16.99,995,1.2,895,1.1,115,0.1
six half terms,201516,national,E92000001,England,Special,10.00-19.99,17.00 - 17.99,845,1,730,0.9,120,0.1
six half terms,201516,national,E92000001,England,Special,10.00-19.99,18.00 - 18.99,775,0.9,635,0.8,120,0.1
six half terms,201516,national,E92000001,England,Special,10.00-19.99,19.00 - 19.99,570,0.7,435,0.5,90,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,20.00 - 20.99,585,0.7,495,0.6,100,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,21.00 - 21.99,565,0.7,420,0.5,85,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,22.00 - 22.99,430,0.5,355,0.4,75,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,23.00 - 23.99,425,0.5,355,0.4,70,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,24.00 - 24.99,335,0.4,260,0.3,60,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,25.00 - 25.99,330,0.4,250,0.3,55,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,26.00 - 26.99,345,0.4,240,0.3,55,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,27.00 - 27.99,275,0.3,210,0.3,45,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,28.00 - 28.99,260,0.3,195,0.2,45,0.1
six half terms,201516,national,E92000001,England,Special,20.00-29.99,29.00 - 29.99,215,0.3,150,0.2,50,0.1
six half terms,201516,national,E92000001,England,Special,30.00-39.99,30.00 - 30.99,225,0.3,165,0.2,45,0.1
six half terms,201516,national,E92000001,England,Special,30.00-39.99,31.00 - 31.99,205,0.2,160,0.2,30,0
six half terms,201516,national,E92000001,England,Special,30.00-39.99,32.00 - 32.99,200,0.2,135,0.2,45,0.1
six half terms,201516,national,E92000001,England,Special,30.00-39.99,33.00 - 33.99,205,0.2,150,0.2,35,0
six half terms,201516,national,E92000001,England,Special,30.00-39.99,34.00 - 34.99,175,0.2,125,0.2,40,0
six half terms,201516,national,E92000001,England,Special,30.00-39.99,35.00 - 35.99,170,0.2,120,0.1,20,0
six half terms,201516,national,E92000001,England,Special,30.00-39.99,36.00 - 36.99,155,0.2,105,0.1,45,0.1
six half terms,201516,national,E92000001,England,Special,30.00-39.99,37.00 - 37.99,130,0.2,90,0.1,35,0
six half terms,201516,national,E92000001,England,Special,30.00-39.99,38.00 - 38.99,140,0.2,95,0.1,25,0
six half terms,201516,national,E92000001,England,Special,30.00-39.99,39.00 - 39.99,100,0.1,80,0.1,20,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,40.00 - 40.99,135,0.2,85,0.1,40,0.1
six half terms,201516,national,E92000001,England,Special,40.00-49.99,41.00 - 41.99,110,0.1,80,0.1,25,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,42.00 - 42.99,140,0.2,80,0.1,30,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,43.00 - 43.99,110,0.1,55,0.1,25,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,44.00 - 44.99,100,0.1,65,0.1,25,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,45.00 - 45.99,100,0.1,65,0.1,25,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,46.00 - 46.99,85,0.1,60,0.1,30,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,47.00 - 47.99,90,0.1,50,0.1,20,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,48.00 - 48.99,85,0.1,75,0.1,20,0
six half terms,201516,national,E92000001,England,Special,40.00-49.99,49.00 - 49.99,65,0.1,40,0,15,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,50.00 - 50.99,105,0.1,65,0.1,25,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,51.00 - 51.99,105,0.1,50,0.1,15,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,52.00 - 52.99,70,0.1,55,0.1,10,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,53.00 - 53.99,70,0.1,50,0.1,15,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,54.00 - 54.99,65,0.1,30,0,20,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,55.00 - 55.99,60,0.1,45,0.1,15,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,56.00 - 56.99,80,0.1,50,0.1,10,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,57.00 - 57.99,60,0.1,45,0.1,15,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,58.00 - 58.99,65,0.1,45,0.1,10,0
six half terms,201516,national,E92000001,England,Special,50.00-59.99,59.00 - 59.99,65,0.1,30,0,15,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,60.00 - 60.99,55,0.1,40,0,15,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,61.00 - 61.99,50,0.1,35,0,10,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,62.00 - 62.99,60,0.1,30,0,20,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,63.00 - 63.99,50,0.1,20,0,10,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,64.00 - 64.99,60,0.1,40,0.1,10,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,65.00 - 65.99,65,0.1,30,0,5,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,66.00 - 66.99,55,0.1,40,0,15,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,67.00 - 67.99,55,0.1,25,0,10,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,68.00 - 68.99,55,0.1,25,0,10,0
six half terms,201516,national,E92000001,England,Special,60.00-69.99,69.00 - 69.99,35,0,20,0,15,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,70.00 - 70.99,50,0.1,30,0,10,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,71.00 - 71.99,50,0.1,30,0,10,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,72.00 - 72.99,45,0.1,30,0,5,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,73.00 - 73.99,40,0,20,0,5,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,74.00 - 74.99,35,0,25,0,5,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,75.00 - 75.99,60,0.1,40,0,5,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,76.00 - 76.99,60,0.1,30,0,10,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,77.00 - 77.99,40,0,25,0,5,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,78.00 - 78.99,35,0,15,0,5,0
six half terms,201516,national,E92000001,England,Special,70.00-79.99,79.00 - 79.99,20,0,20,0,5,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,80.00 - 80.99,50,0.1,20,0,5,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,81.00 - 81.99,45,0.1,25,0,5,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,82.00 - 82.99,40,0,20,0,10,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,83.00 - 83.99,55,0.1,30,0,5,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,84.00 - 84.99,30,0,20,0,5,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,85.00 - 85.99,40,0,20,0,10,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,86.00 - 86.99,30,0,15,0,5,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,87.00 - 87.99,25,0,20,0,5,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,88.00 - 88.99,35,0,15,0,10,0
six half terms,201516,national,E92000001,England,Special,80.00-89.99,89.00 - 89.99,25,0,15,0,10,0
six half terms,201516,national,E92000001,England,Special,90+,90.00 - 90.99,30,0,20,0,10,0
six half terms,201516,national,E92000001,England,Special,90+,91.00 - 91.99,35,0,20,0,5,0
six half terms,201516,national,E92000001,England,Special,90+,92.00 - 92.99,25,0,10,0,5,0
six half terms,201516,national,E92000001,England,Special,90+,93.00 - 93.99,45,0.1,15,0,5,0
six half terms,201516,national,E92000001,England,Special,90+,94.00 - 94.99,25,0,10,0,5,0
six half terms,201516,national,E92000001,England,Special,90+,95.00 - 95.99,20,0,10,0,5,0
six half terms,201516,national,E92000001,England,Special,90+,96.00 - 96.99,30,0,10,0,10,0
six half terms,201516,national,E92000001,England,Special,90+,97.00 - 97.99,30,0,20,0,5,0
six half terms,201516,national,E92000001,England,Special,90+,98.00 - 98.99,50,0.1,20,0,15,0
six half terms,201516,national,E92000001,England,Special,90+,99.00+,315,0.4,165,0.2,110,0.1
six half terms,201415,national,E92000001,England,Total,Total,Total,6642755,100,6642755,100,6642755,100
six half terms,201415,national,E92000001,England,Total,0.00-9.99,0,533725,8,698570,10.5,4213665,63.4
six half terms,201415,national,E92000001,England,Total,0.00-9.99,0.01 - 0.99,726655,10.9,882975,13.3,910795,13.7
six half terms,201415,national,E92000001,England,Total,0.00-9.99,1.00 - 1.99,1086455,16.4,1255975,18.9,514195,7.7
six half terms,201415,national,E92000001,England,Total,0.00-9.99,2.00 - 2.99,897780,13.5,971785,14.6,314340,4.7
six half terms,201415,national,E92000001,England,Total,0.00-9.99,3.00 - 3.99,722640,10.9,731995,11,188160,2.8
six half terms,201415,national,E92000001,England,Total,0.00-9.99,4.00 - 4.99,491310,7.4,473205,7.1,106230,1.6
six half terms,201415,national,E92000001,England,Total,0.00-9.99,5.00 - 5.99,467370,7,425460,6.4,95320,1.4
six half terms,201415,national,E92000001,England,Total,0.00-9.99,6.00 - 6.99,360510,5.4,308215,4.6,60765,0.9
six half terms,201415,national,E92000001,England,Total,0.00-9.99,7.00 - 7.99,276605,4.2,223380,3.4,41405,0.6
six half terms,201415,national,E92000001,England,Total,0.00-9.99,8.00 - 8.99,211960,3.2,161920,2.4,30020,0.5
six half terms,201415,national,E92000001,England,Total,0.00-9.99,9.00 - 9.99,139660,2.1,101690,1.5,19720,0.3
six half terms,201415,national,E92000001,England,Total,10.00-19.99,10.00 - 10.99,135225,2,92870,1.4,19655,0.3
six half terms,201415,national,E92000001,England,Total,10.00-19.99,11.00 - 11.99,101805,1.5,65680,1,15060,0.2
six half terms,201415,national,E92000001,England,Total,10.00-19.99,12.00 - 12.99,78445,1.2,48165,0.7,11895,0.2
six half terms,201415,national,E92000001,England,Total,10.00-19.99,13.00 - 13.99,59590,0.9,34845,0.5,9755,0.1
six half terms,201415,national,E92000001,England,Total,10.00-19.99,14.00 - 14.99,44915,0.7,25045,0.4,7900,0.1
